TransactionId,AccountId,TD,CountOfTransaction,CountOfFraud,IsFraud
74125,460,358.0,91.0,0.0,0
87379,4841,16815.0,30893.0,1.0,0
118301,460,372.0,91.0,0.0,0
13379,460,383.0,91.0,0.0,0
78064,460,411.0,91.0,0.0,0
91257,335,3095.0,150.0,0.0,0
74975,4249,10.0,4457.0,4.0,0
17884,4841,16978.0,30893.0,1.0,0
82712,1709,10.0,93.0,0.0,0
99175,1346,284.0,350.0,0.0,0
10727,934,10.0,17.0,0.0,0
41595,934,10.0,17.0,0.0,0
27158,934,10.0,17.0,0.0,0
3262,934,10.0,17.0,0.0,0
80879,934,10.0,17.0,0.0,0
20937,934,10.0,17.0,0.0,0
55524,934,10.0,17.0,0.0,0
71429,934,10.0,17.0,0.0,0
16909,934,10.0,17.0,0.0,0
53266,934,11.0,17.0,0.0,0
22657,934,11.0,17.0,0.0,0
20430,934,11.0,17.0,0.0,0
128788,934,11.0,17.0,0.0,0
67125,934,11.0,17.0,0.0,0
90318,4841,17092.0,30893.0,1.0,0
108992,4841,17104.0,30893.0,1.0,0
50492,946,10.0,10.0,0.0,0
324,1825,7786.0,192.0,2.0,0
131509,1346,735.0,350.0,0.0,0
121007,4841,17505.0,30893.0,1.0,0
74700,946,353.0,10.0,0.0,0
114490,4832,10.0,2.0,0.0,0
122632,4832,23.0,2.0,0.0,0
131898,4103,932.0,38.0,0.0,0
11821,4841,17700.0,30893.0,1.0,0
15240,4249,923.0,4457.0,4.0,0
45385,4103,1773.0,38.0,0.0,0
28382,4841,18545.0,30893.0,1.0,0
92853,1825,9200.0,192.0,2.0,0
65186,2056,4441.0,215.0,0.0,0
97109,4841,19466.0,30893.0,1.0,0
89901,280,10.0,167.0,0.0,0
39740,2296,10.0,105.0,0.0,0
88700,335,6458.0,150.0,0.0,0
34770,4841,20342.0,30893.0,1.0,0
50795,1346,3780.0,350.0,0.0,0
54850,4841,20561.0,30893.0,1.0,0
60873,3832,10.0,7.0,3.0,1
107188,4103,4146.0,38.0,0.0,0
76653,4841,20934.0,30893.0,1.0,0
82931,280,1622.0,167.0,0.0,0
127182,4116,10.0,32.0,0.0,0
117531,4103,4561.0,38.0,0.0,0
127308,4841,21332.0,30893.0,1.0,0
49985,4841,21336.0,30893.0,1.0,0
15783,2685,12178.0,139.0,0.0,0
31061,4132,4608.0,10.0,0.0,0
15394,4841,21409.0,30893.0,1.0,0
85162,856,10.0,29.0,0.0,0
55055,168,10.0,8.0,0.0,0
42587,2685,12459.0,139.0,0.0,0
101834,2685,12459.0,139.0,0.0,0
28016,2366,10.0,9.0,3.0,1
67043,4841,21699.0,30893.0,1.0,0
83124,4841,21720.0,30893.0,1.0,0
31247,1447,10.0,47.0,0.0,0
50027,1447,63.0,47.0,0.0,0
110514,4841,21888.0,30893.0,1.0,0
60546,2685,12692.0,139.0,0.0,0
87669,4841,21927.0,30893.0,1.0,0
17730,4140,10.0,3.0,0.0,0
1149,3832,1636.0,7.0,3.0,1
104795,3682,10.0,4.0,0.0,0
131788,4841,22453.0,30893.0,1.0,0
37796,4140,540.0,3.0,0.0,0
38708,280,3481.0,167.0,0.0,0
80984,3595,10.0,465.0,0.0,0
12441,2604,10.0,66.0,0.0,0
7373,4841,23178.0,30893.0,1.0,0
97866,109,10.0,5.0,0.0,0
113875,2402,10.0,125.0,0.0,0
137353,4841,23306.0,30893.0,1.0,0
31560,3081,14098.0,6.0,0.0,0
2485,280,4101.0,167.0,0.0,0
71534,4401,10.0,43.0,0.0,0
136061,1601,10.0,96.0,0.0,0
83061,280,4264.0,167.0,0.0,0
66790,3183,10.0,19.0,0.0,0
139243,4841,23843.0,30893.0,1.0,0
585,4841,23860.0,30893.0,1.0,0
127117,4401,192.0,43.0,0.0,0
128590,1601,196.0,96.0,0.0,0
63024,4841,24026.0,30893.0,1.0,0
23717,128,10.0,2.0,0.0,0
18000,648,20084.0,26.0,0.0,0
139127,4841,24523.0,30893.0,1.0,0
5320,4841,24551.0,30893.0,1.0,0
12439,160,10.0,49.0,0.0,0
13762,128,193.0,2.0,0.0,0
140112,1601,909.0,96.0,0.0,0
64549,4841,24743.0,30893.0,1.0,0
22261,160,126.0,49.0,0.0,0
73883,1601,1027.0,96.0,0.0,0
65346,4841,24860.0,30893.0,1.0,0
104627,3455,13174.0,42.0,0.0,0
130960,4482,10.0,122.0,0.0,0
22710,3455,13253.0,42.0,0.0,0
16562,4841,25257.0,30893.0,1.0,0
73229,2395,10.0,45.0,0.0,0
92614,4841,25366.0,30893.0,1.0,0
15593,687,10.0,7.0,0.0,0
122721,2335,10.0,20.0,0.0,0
49087,2335,210.0,20.0,0.0,0
100256,4841,25770.0,30893.0,1.0,0
139535,3741,10.0,25.0,0.0,0
105655,4841,25835.0,30893.0,1.0,0
61457,238,10.0,45.0,0.0,0
18150,4841,26227.0,30893.0,1.0,0
57868,4840,10.0,1738.0,0.0,0
101667,4841,26239.0,30893.0,1.0,0
70993,1823,10.0,89.0,1.0,0
75285,4445,10.0,4.0,0.0,0
66340,4445,79.0,4.0,0.0,0
53905,1339,10.0,7.0,0.0,0
75604,4841,26562.0,30893.0,1.0,0
70877,4841,26565.0,30893.0,1.0,0
27317,4841,26569.0,30893.0,1.0,0
126901,1601,2980.0,96.0,0.0,0
63710,712,10.0,3.0,0.0,0
101717,4841,26814.0,30893.0,1.0,0
95988,538,10.0,84.0,0.0,0
136992,1601,3134.0,96.0,0.0,0
67240,4841,26965.0,30893.0,1.0,0
25753,538,125.0,84.0,0.0,0
43504,4841,27043.0,30893.0,1.0,0
73470,432,10.0,101.0,0.0,0
29005,4841,27170.0,30893.0,1.0,0
129947,3617,10.0,32.0,0.0,0
69199,4841,27340.0,30893.0,1.0,0
105639,3375,10.0,25.0,0.0,0
7101,4841,27517.0,30893.0,1.0,0
46301,4401,4241.0,43.0,0.0,0
124922,4068,10.0,94.0,0.0,0
122259,4841,28075.0,30893.0,1.0,0
58671,4841,28094.0,30893.0,1.0,0
130318,2237,10.0,230.0,0.0,0
25759,4401,4557.0,43.0,0.0,0
17047,4841,28388.0,30893.0,1.0,0
50696,2333,10.0,11.0,0.0,0
89840,4841,28539.0,30893.0,1.0,0
107230,3710,10.0,128.0,0.0,0
28531,4840,2322.0,1738.0,0.0,0
124238,4841,28557.0,30893.0,1.0,0
78491,2333,309.0,11.0,0.0,0
5811,3455,16974.0,42.0,0.0,0
58791,3455,17066.0,42.0,0.0,0
127886,4841,29055.0,30893.0,1.0,0
64861,2056,14471.0,215.0,0.0,0
69578,4841,29497.0,30893.0,1.0,0
86256,2056,14556.0,215.0,0.0,0
91746,4841,29562.0,30893.0,1.0,0
95299,1533,10.0,28.0,0.0,0
7578,1622,10.0,7.0,0.0,0
134950,4841,29610.0,30893.0,1.0,0
119886,4840,3392.0,1738.0,0.0,0
26,1601,5993.0,96.0,0.0,0
75290,4841,29829.0,30893.0,1.0,0
113653,1533,295.0,28.0,0.0,0
50496,1601,6066.0,96.0,0.0,0
62244,2056,14886.0,215.0,0.0,0
92313,4841,29879.0,30893.0,1.0,0
63458,4840,3660.0,1738.0,0.0,0
60407,4841,29887.0,30893.0,1.0,0
61206,4841,29899.0,30893.0,1.0,0
133222,335,16040.0,150.0,0.0,0
3205,335,16040.0,150.0,0.0,0
48408,4841,29938.0,30893.0,1.0,0
109152,2056,14974.0,215.0,0.0,0
31252,4249,13008.0,4457.0,4.0,0
27902,4249,13022.0,4457.0,4.0,0
102204,4841,29992.0,30893.0,1.0,0
79856,4841,30056.0,30893.0,1.0,0
86216,1601,6461.0,96.0,0.0,0
19249,4841,30298.0,30893.0,1.0,0
137687,4068,2271.0,94.0,0.0,0
12664,4841,30347.0,30893.0,1.0,0
91279,2256,10.0,3.0,0.0,0
100427,2256,186.0,3.0,0.0,0
59313,2591,10.0,46.0,0.0,0
131432,1062,10.0,24.0,0.0,0
80460,4841,31817.0,30893.0,1.0,0
30287,197,10.0,15.0,0.0,0
84270,4841,31905.0,30893.0,1.0,0
91659,174,10.0,3.0,0.0,0
89905,1062,214.0,24.0,0.0,0
81820,174,122.0,3.0,0.0,0
26767,4841,32104.0,30893.0,1.0,0
119019,4840,5886.0,1738.0,0.0,0
13675,3887,10.0,82.0,0.0,0
24672,4841,32196.0,30893.0,1.0,0
50740,4840,5978.0,1738.0,0.0,0
130979,1601,8632.0,96.0,0.0,0
40013,4841,32449.0,30893.0,1.0,0
123547,1601,8680.0,96.0,0.0,0
19438,4841,32493.0,30893.0,1.0,0
45449,1601,8755.0,96.0,0.0,0
26332,4841,32568.0,30893.0,1.0,0
38473,4466,10.0,74.0,0.0,0
23027,4184,10.0,80.0,0.0,0
57038,4841,33015.0,30893.0,1.0,0
35605,3603,10.0,4.0,0.0,0
119700,2056,18403.0,215.0,0.0,0
28153,4841,33425.0,30893.0,1.0,0
18345,4425,10.0,66.0,0.0,0
17144,4841,33897.0,30893.0,1.0,0
52041,4068,6015.0,94.0,0.0,0
56797,4841,34097.0,30893.0,1.0,0
98470,4841,34674.0,30893.0,1.0,0
66853,1608,10.0,231.0,0.0,0
121679,4841,35347.0,30893.0,1.0,0
89604,946,18577.0,10.0,0.0,0
5178,4841,35759.0,30893.0,1.0,0
124062,4110,10.0,47.0,0.0,0
41953,4110,374.0,47.0,0.0,0
71919,2132,20876.0,10.0,0.0,0
109020,4841,36510.0,30893.0,1.0,0
76701,678,10.0,120.0,0.0,0
128564,4140,14995.0,3.0,0.0,0
73294,3603,3972.0,4.0,0.0,0
40249,4841,37038.0,30893.0,1.0,0
106990,4840,10821.0,1738.0,0.0,0
43072,4068,9080.0,94.0,0.0,0
40315,12,21996.0,34.0,0.0,0
125855,4841,37161.0,30893.0,1.0,0
45184,4841,37176.0,30893.0,1.0,0
42866,4076,10.0,64.0,0.0,0
74684,3992,10.0,15.0,0.0,0
59676,4841,37349.0,30893.0,1.0,0
44228,1346,21195.0,350.0,0.0,0
62769,568,10.0,117.0,0.0,0
84476,4841,37972.0,30893.0,1.0,0
135062,946,20823.0,10.0,0.0,0
113903,4841,38001.0,30893.0,1.0,0
28526,3937,10.0,83.0,0.0,0
49191,3937,92.0,83.0,0.0,0
80887,109,15541.0,5.0,0.0,0
122162,4841,38806.0,30893.0,1.0,0
114773,1523,24372.0,7.0,0.0,0
140535,4841,39002.0,30893.0,1.0,0
134241,2540,26476.0,15.0,0.0,0
37209,4841,39119.0,30893.0,1.0,0
120999,272,32317.0,3.0,0.0,0
46128,2056,24356.0,215.0,0.0,0
101193,1601,15570.0,96.0,0.0,0
13444,4841,39378.0,30893.0,1.0,0
94299,4841,39385.0,30893.0,1.0,0
111349,3792,10.0,17.0,0.0,0
59905,3792,148.0,17.0,0.0,0
75952,4841,39856.0,30893.0,1.0,0
7947,1339,13630.0,7.0,0.0,0
87675,4841,40168.0,30893.0,1.0,0
56742,2604,17107.0,66.0,0.0,0
96621,4841,40296.0,30893.0,1.0,0
16055,4769,10.0,27.0,0.0,0
36975,3595,17267.0,465.0,0.0,0
137237,2973,10.0,11.0,0.0,0
90915,4841,40519.0,30893.0,1.0,0
95935,3595,17680.0,465.0,0.0,0
98158,4841,40866.0,30893.0,1.0,0
79390,1567,10.0,40.0,0.0,0
87775,3937,2546.0,83.0,0.0,0
6381,2019,10.0,14.0,0.0,0
37450,1601,17430.0,96.0,0.0,0
52443,4841,41247.0,30893.0,1.0,0
22576,2019,145.0,14.0,0.0,0
89610,4841,41336.0,30893.0,1.0,0
100678,1601,17658.0,96.0,0.0,0
91815,4841,41488.0,30893.0,1.0,0
52035,2292,10.0,82.0,0.0,0
119325,4841,41591.0,30893.0,1.0,0
133830,12,26984.0,34.0,0.0,0
84667,4841,42145.0,30893.0,1.0,0
20209,538,15620.0,84.0,0.0,0
131976,4841,42559.0,30893.0,1.0,0
18520,1601,19046.0,96.0,0.0,0
107796,4841,42879.0,30893.0,1.0,0
31097,1601,19289.0,96.0,0.0,0
132265,4841,43121.0,30893.0,1.0,0
3822,4352,28897.0,28.0,0.0,0
89433,4841,43206.0,30893.0,1.0,0
122139,12,28062.0,34.0,0.0,0
91764,1601,19413.0,96.0,0.0,0
109592,2230,10.0,12.0,0.0,0
53948,4841,43229.0,30893.0,1.0,0
23385,4841,43233.0,30893.0,1.0,0
59507,4841,43241.0,30893.0,1.0,0
61448,3603,10304.0,4.0,0.0,0
45517,4841,43370.0,30893.0,1.0,0
105250,1346,26679.0,350.0,0.0,0
132944,4841,43437.0,30893.0,1.0,0
57443,3595,20928.0,465.0,0.0,0
102055,4841,44097.0,30893.0,1.0,0
21526,1339,17602.0,7.0,0.0,0
128375,4841,44114.0,30893.0,1.0,0
92438,2406,10.0,9.0,0.0,0
86292,1339,17916.0,7.0,0.0,0
127995,4841,44451.0,30893.0,1.0,0
140278,1339,18144.0,7.0,0.0,0
135117,4841,44659.0,30893.0,1.0,0
327,1346,28036.0,350.0,0.0,0
75257,4841,44795.0,30893.0,1.0,0
129961,2056,29840.0,215.0,0.0,0
1080,4841,44860.0,30893.0,1.0,0
64235,3019,10.0,17.0,0.0,0
20940,4841,45534.0,30893.0,1.0,0
46328,1346,29121.0,350.0,0.0,0
82628,4590,10.0,105.0,7.0,0
102979,4841,45903.0,30893.0,1.0,0
28070,4841,46289.0,30893.0,1.0,0
84822,3792,6805.0,17.0,0.0,0
29885,3792,6927.0,17.0,0.0,0
10792,1601,22825.0,96.0,0.0,0
27636,1294,10.0,64.0,0.0,0
84595,4841,46661.0,30893.0,1.0,0
95319,3792,6995.0,17.0,0.0,0
2495,280,27194.0,167.0,0.0,0
58259,3792,7095.0,17.0,0.0,0
29003,1601,22993.0,96.0,0.0,0
77887,1856,10.0,12.0,0.0,0
112871,4841,46828.0,30893.0,1.0,0
130982,1601,23065.0,96.0,0.0,0
87014,1856,79.0,12.0,0.0,0
29790,4841,46896.0,30893.0,1.0,0
59902,4841,46926.0,30893.0,1.0,0
108356,1601,23172.0,96.0,0.0,0
3945,4841,47004.0,30893.0,1.0,0
89501,4206,10.0,2.0,0.0,0
60040,3792,7568.0,17.0,0.0,0
101837,4726,10.0,38.0,0.0,0
135399,3792,7670.0,17.0,0.0,0
135089,1601,23612.0,96.0,0.0,0
110640,4726,189.0,38.0,0.0,0
44765,4841,47451.0,30893.0,1.0,0
17525,3792,7821.0,17.0,0.0,0
2455,3792,7856.0,17.0,0.0,0
139777,1601,23865.0,96.0,0.0,0
37084,4841,47704.0,30893.0,1.0,0
17537,1346,30981.0,350.0,0.0,0
15464,4841,47738.0,30893.0,1.0,0
119942,3792,8083.0,17.0,0.0,0
97976,1601,23963.0,96.0,0.0,0
129370,4841,47769.0,30893.0,1.0,0
107798,4841,47796.0,30893.0,1.0,0
67942,3081,38664.0,6.0,0.0,0
2832,1601,24354.0,96.0,0.0,0
127296,4841,48193.0,30893.0,1.0,0
83961,2333,19985.0,11.0,0.0,0
112484,1601,24648.0,96.0,0.0,0
108302,4841,48484.0,30893.0,1.0,0
104743,3375,21070.0,25.0,0.0,0
35503,4841,48579.0,30893.0,1.0,0
81318,1601,24904.0,96.0,0.0,0
75122,4841,48739.0,30893.0,1.0,0
67196,3595,25630.0,465.0,0.0,0
99140,1601,24989.0,96.0,0.0,0
32786,4841,48813.0,30893.0,1.0,0
128796,1601,25081.0,96.0,0.0,0
13770,4841,48895.0,30893.0,1.0,0
106754,1601,25147.0,96.0,0.0,0
106861,4841,48981.0,30893.0,1.0,0
100757,4517,10.0,41.0,0.0,0
81260,4841,49073.0,30893.0,1.0,0
135224,3470,10.0,3.0,0.0,0
29831,3470,152.0,3.0,0.0,0
70849,4840,23151.0,1738.0,0.0,0
39646,3617,22303.0,32.0,0.0,0
64183,2237,21779.0,230.0,0.0,0
137881,297,10.0,116.0,0.0,0
11204,1601,26287.0,96.0,0.0,0
127377,4841,50122.0,30893.0,1.0,0
51793,1601,26325.0,96.0,0.0,0
33916,4841,50153.0,30893.0,1.0,0
41495,332,10.0,2.0,0.0,0
56729,297,158.0,116.0,0.0,0
65816,4841,50208.0,30893.0,1.0,0
67068,3397,10.0,40.0,0.0,0
112539,2592,10.0,22.0,0.0,0
12174,4841,50270.0,30893.0,1.0,0
45537,332,122.0,2.0,0.0,0
113316,4841,50288.0,30893.0,1.0,0
118547,4075,10.0,66.0,0.0,0
19868,1601,26503.0,96.0,0.0,0
129004,3595,27159.0,465.0,0.0,0
133203,4841,50317.0,30893.0,1.0,0
51429,4841,50339.0,30893.0,1.0,0
97896,4075,103.0,66.0,0.0,0
101596,1601,26672.0,96.0,0.0,0
52340,4841,50508.0,30893.0,1.0,0
123030,1601,26710.0,96.0,0.0,0
109587,4841,50524.0,30893.0,1.0,0
53253,1601,26757.0,96.0,0.0,0
69610,1346,33833.0,350.0,0.0,0
66024,4841,50587.0,30893.0,1.0,0
70191,4841,50599.0,30893.0,1.0,0
113177,2547,10.0,101.0,0.0,0
22242,1601,26926.0,96.0,0.0,0
34024,4841,50759.0,30893.0,1.0,0
60462,2547,175.0,101.0,0.0,0
67459,4075,513.0,66.0,0.0,0
77882,3255,10.0,12.0,0.0,0
737,3124,10.0,95.0,0.0,0
121563,4841,50889.0,30893.0,1.0,0
40822,297,888.0,116.0,0.0,0
69161,4075,628.0,66.0,0.0,0
134887,4841,50933.0,30893.0,1.0,0
107336,1686,10.0,87.0,0.0,0
48587,1601,27161.0,96.0,0.0,0
100454,4841,50993.0,30893.0,1.0,0
19508,297,982.0,116.0,0.0,0
59370,4841,51050.0,30893.0,1.0,0
51727,678,14597.0,120.0,0.0,0
36837,2703,10.0,32.0,0.0,0
86321,1601,27352.0,96.0,0.0,0
70671,4841,51161.0,30893.0,1.0,0
136733,297,1156.0,116.0,0.0,0
86866,4841,51180.0,30893.0,1.0,0
123712,4841,51201.0,30893.0,1.0,0
87719,1601,27445.0,96.0,0.0,0
56917,4841,51280.0,30893.0,1.0,0
24765,1346,34622.0,350.0,0.0,0
83263,4841,51398.0,30893.0,1.0,0
92487,1601,27597.0,96.0,0.0,0
34382,4841,51430.0,30893.0,1.0,0
51965,3937,12977.0,83.0,0.0,0
124727,4841,51603.0,30893.0,1.0,0
58082,4840,25385.0,1738.0,0.0,0
134680,4519,10.0,10.0,0.0,0
127228,4841,51899.0,30893.0,1.0,0
27720,4517,2903.0,41.0,0.0,0
51206,1601,28145.0,96.0,0.0,0
118926,4841,51957.0,30893.0,1.0,0
127693,4841,51980.0,30893.0,1.0,0
106899,1601,28203.0,96.0,0.0,0
126393,4841,52037.0,30893.0,1.0,0
75997,4593,10.0,53.0,0.0,0
42054,1601,28382.0,96.0,0.0,0
96794,4841,52218.0,30893.0,1.0,0
29123,3447,37387.0,156.0,0.0,0
10638,4841,52293.0,30893.0,1.0,0
55571,1601,28871.0,96.0,0.0,0
14858,4841,52705.0,30893.0,1.0,0
75696,1601,29112.0,96.0,0.0,0
133201,12,37809.0,34.0,0.0,0
135253,1601,29293.0,96.0,0.0,0
22789,4841,53117.0,30893.0,1.0,0
100864,4841,53121.0,30893.0,1.0,0
30741,1601,29366.0,96.0,0.0,0
120766,4841,53202.0,30893.0,1.0,0
112109,1601,29418.0,96.0,0.0,0
111274,4841,53245.0,30893.0,1.0,0
140642,1601,29595.0,96.0,0.0,0
102069,4841,53433.0,30893.0,1.0,0
116139,1601,29633.0,96.0,0.0,0
82407,4841,53467.0,30893.0,1.0,0
129196,1601,29729.0,96.0,0.0,0
14598,2700,10.0,36.0,0.0,0
46966,4841,53558.0,30893.0,1.0,0
57298,2700,110.0,36.0,0.0,0
52601,1601,29965.0,96.0,0.0,0
134815,1601,29998.0,96.0,0.0,0
131845,4841,53800.0,30893.0,1.0,0
96472,3756,10.0,29.0,0.0,0
59991,4841,53829.0,30893.0,1.0,0
73825,1601,30057.0,96.0,0.0,0
17127,2358,10.0,19.0,0.0,0
105353,4841,53886.0,30893.0,1.0,0
94848,2358,97.0,19.0,0.0,0
19418,1346,37278.0,350.0,0.0,0
130702,4841,54055.0,30893.0,1.0,0
45767,2358,355.0,19.0,0.0,0
118832,3756,410.0,29.0,0.0,0
94058,1601,30517.0,96.0,0.0,0
69421,2450,10.0,23.0,0.0,0
2039,4841,54352.0,30893.0,1.0,0
110475,160,29706.0,49.0,0.0,0
20416,4841,54382.0,30893.0,1.0,0
120916,1601,30873.0,96.0,0.0,0
30105,4841,54707.0,30893.0,1.0,0
35696,2126,42078.0,80.0,0.0,0
122457,4841,54769.0,30893.0,1.0,0
115989,1709,37839.0,93.0,0.0,0
6115,4841,54881.0,30893.0,1.0,0
97335,4258,10.0,183.0,0.0,0
59514,4841,54941.0,30893.0,1.0,0
74226,3756,1152.0,29.0,0.0,0
138930,1601,31174.0,96.0,0.0,0
30557,4841,55003.0,30893.0,1.0,0
137218,2056,40066.0,215.0,0.0,0
1884,2126,42411.0,80.0,0.0,0
12754,4841,55092.0,30893.0,1.0,0
106983,2126,42484.0,80.0,0.0,0
91445,4153,10.0,12.0,0.0,0
20102,2056,40218.0,215.0,0.0,0
15078,4841,55261.0,30893.0,1.0,0
31404,4841,55265.0,30893.0,1.0,0
135879,1601,31473.0,96.0,0.0,0
122852,4841,55306.0,30893.0,1.0,0
114865,1601,31528.0,96.0,0.0,0
44279,4841,55359.0,30893.0,1.0,0
12939,1601,31633.0,96.0,0.0,0
120486,4841,55462.0,30893.0,1.0,0
42942,1601,31735.0,96.0,0.0,0
33473,4841,55566.0,30893.0,1.0,0
43588,3710,27220.0,128.0,0.0,0
67978,3710,27370.0,128.0,0.0,0
113084,1601,32123.0,96.0,0.0,0
117415,3016,10.0,4.0,0.0,0
49574,1601,32174.0,96.0,0.0,0
100904,4593,3885.0,53.0,0.0,0
37596,3400,10.0,25.0,0.0,0
136923,1601,32253.0,96.0,0.0,0
22966,4841,56069.0,30893.0,1.0,0
101889,4805,10.0,12.0,0.0,0
127361,508,10.0,5.0,0.0,0
54057,1601,32293.0,96.0,0.0,0
29954,4841,56120.0,30893.0,1.0,0
90084,3400,107.0,25.0,0.0,0
47638,4841,56150.0,30893.0,1.0,0
1220,571,43263.0,173.0,0.0,0
95165,508,109.0,5.0,0.0,0
84094,4805,131.0,12.0,0.0,0
115522,4841,56206.0,30893.0,1.0,0
135112,571,43361.0,173.0,0.0,0
126944,4841,56296.0,30893.0,1.0,0
136064,508,277.0,5.0,0.0,0
7890,4841,56360.0,30893.0,1.0,0
20966,10,10.0,965.0,0.0,0
15678,1601,32818.0,96.0,0.0,0
74625,4460,10.0,65.0,0.0,0
31136,4460,44.0,65.0,0.0,0
89422,4841,57172.0,30893.0,1.0,0
23177,2056,42411.0,215.0,0.0,0
55138,4841,57417.0,30893.0,1.0,0
42864,1394,10.0,58.0,0.0,0
4310,3016,1726.0,4.0,0.0,0
16127,2056,42840.0,215.0,0.0,0
59035,4841,57864.0,30893.0,1.0,0
55566,2056,42885.0,215.0,0.0,0
54081,4841,57886.0,30893.0,1.0,0
5580,3447,43075.0,156.0,0.0,0
80615,4841,57981.0,30893.0,1.0,0
106422,10,1902.0,965.0,0.0,0
2620,654,10.0,61.0,0.0,0
28715,10,2208.0,965.0,0.0,0
78692,2450,4542.0,23.0,0.0,0
16162,4841,58973.0,30893.0,1.0,0
8294,2625,10.0,9.0,0.0,0
75390,662,10.0,5.0,0.0,0
58106,184,10.0,2.0,0.0,0
123518,4841,59519.0,30893.0,1.0,0
110314,2325,10.0,34.0,0.0,0
58151,4841,59641.0,30893.0,1.0,0
16121,184,151.0,2.0,0.0,0
112809,3661,10.0,2.0,0.0,0
51908,4841,59886.0,30893.0,1.0,0
10127,571,47073.0,173.0,0.0,0
70583,4841,59998.0,30893.0,1.0,0
57173,4076,23051.0,64.0,0.0,0
79450,1470,10.0,11.0,0.0,0
22309,4841,60697.0,30893.0,1.0,0
83362,10,4335.0,965.0,0.0,0
139270,2735,10.0,18.0,0.0,0
17799,856,39472.0,29.0,0.0,0
59174,1709,43941.0,93.0,0.0,0
9691,4841,60987.0,30893.0,1.0,0
100017,3745,10.0,41.0,0.0,0
5250,4841,61034.0,30893.0,1.0,0
88584,1709,44173.0,93.0,0.0,0
25878,1709,44175.0,93.0,0.0,0
2977,4841,61222.0,30893.0,1.0,0
98303,4841,61227.0,30893.0,1.0,0
116768,1394,3764.0,58.0,0.0,0
120317,4841,61422.0,30893.0,1.0,0
87031,3189,10.0,9.0,0.0,0
10091,10,5376.0,965.0,0.0,0
104407,3375,34530.0,25.0,0.0,0
